,appropriate_for,director,downloads,industry,posted_date,release_date,run_time,storyline,title,views,writer,is_good
16327,R,Christopher Hatton,5922.0,Hollywood / English,"27 Jul, 2013",Jul 26 2013,88.0,"Following a deadly viral outbreak, private military soldier Max Gatling leads a handful of survivors and a ragtag band of robots against an army of the infected.",Battle of the Damned,20256.0,Christopher Hatton,0
6337,PG-13,Noble Jones,2328.0,Hollywood / English,"30 Aug, 2019",Aug 02 2019,94.0,"Ed Hemsler spends his life preparing for a disaster that may never come.
 Ronnie Meisner spends her life shopping for things she may never use. 
These two people will try to find love.",The Tomorrow Man,16036.0,Noble Jones,0
1475,R,L. Gustavo Cooper,612.0,Hollywood / English,"22 Jun, 2022",Mar 31 2022,90.0,A family man finds himself trapped in the crawlspace of a remote Oregon cabin where ruthless poachers have stashed their gains.,Crawlspace,8225.0,Jacob D. Wehrman,0
3773,PG,Miguel Arteta,4018.0,Hollywood / English,"13 Mar, 2021",Mar 12 2021,86.0,"Allison and Carlos decide to give their three kids a ""yes day"", where for 24 hours the kids make the rules.",Yes Day,19660.0,"Justin Malen, Amy Krouse Rosenthal, Tom Lichtenheld",0
15291,PG,Eduardo Schuldt,4404.0,Anime / Kids,"28 Mar, 2014",Nov 15 2013,82.0,"A group of kids with special powers and their trusted dog are sent back 
in time on a mission to restore the famous stories and their place in 
history as the mad President and Minister of...",Freedom Force,15876.0,Kathy Borland,0
1161,R,William Brent Bell,6159.0,Hollywood / English,"10 Aug, 2022",Aug 19 2022,99.0,"After
 orchestrating a brilliant escape from an Estonian psychiatric facility,
 Esther travels to America by impersonating the missing daughter of a 
wealthy family.",Orphan: First Kill,28697.0,"David Coggeshall, David Johnson, Alex Mace",0
15255,R,Sam Mendes,58753.0,Hollywood / English,"17 Jan, 2012",Oct 01 1999,122.0,"Lester and Carolyn Burnham are on the outside, a perfect husband and wife, in a perfect house, in a perfect neighborhood. But inside, Lester is slipping deeper and deeper into a hopeless depression. He finally snaps when he becomes infatuated with one of his daughter's friends. Meanwhile, his daughter Jane is developing a happy friendship with a shy boy-next-door named Ricky, who lives with a homophobic father.",American Beauty,189373.0,Alan Ball,1
9071,TV-14,Matt Knudsen,2404.0,Hollywood / English,"09 Feb, 2018",Jan 01 1970,91.0,"Cassidy Red is a western romance set against the backdrop of the 19th century American southwest. The film follows the headstrong daughter of a prostitute who returns to her hometown, seeking vengeance against the corrupt lawman she believes murdered her lover.",Cassidy Red,16499.0,Matt Knudsen,0
18752,R,Benny Boom,9102.0,Hollywood / English,"19 Feb, 2011",Mar 01 2011,100.0,"Expert S.W.A.T. leader Paul Cutler goes to Detroit on a special assignment to train and certify the city's S.W.A.T. team. After a hostage is killed during an assignment, the victim's boyfriend, a highly specialized government agent, decides to take revenge on Cutler and his team.",S.W.A.T.: Firefight,17667.0,"Reed Steiner, Reed Steiner",0
6508,TV-14,Simone Stock,763.0,Hollywood / English,"15 Feb, 2023",Feb 11 2023,88.0,It follows Kara Robinson as she survives an abduction and ultimately brings down a serial killer.,The Girl Who Escaped: The Kara Robinson Story,7595.0,Haley Harris,0
4519,Not Rated,"Elan Dassani, Rajeev Dassani",6667.0,Hollywood / English,"14 Oct, 2020",Oct 13 2020,90.0,A superstitious mother is convinced that her daughter's new boyfriend is the reincarnation of a man who tried to kill her 30 years ago.,Evil Eye,27854.0,Madhuri Shekar,0
6064,R,Neil Jordan,284.0,Hollywood / English,"15 Feb, 2023",Feb 15 2023,110.0,"In late 1930's Bay City, a brooding, down on his luck detective is hired to find the ex-lover of a glamorous heiress.",Marlowe,3188.0,"William Monahan, John Banville, Raymond Chandler",0
33,TV-G,Kristin Fairweather,191.0,Hollywood / English,"14 Feb, 2023",Oct 09 2022,90.0,"A
 frustratingly micromanaged pop star who dreams of an ordinary life 
finds herself torn between her celebrity ex, the machinations of her 
controlling manager, and a developing romance with a down-to-earth 
record store owner.",Infamously in Love,3444.0,Charlie Mihelich,0
20103,Not Rated,Priyadarshan,50910.0,Bollywood / Indian,"03 Nov, 2005",Nov 03 2005,146.0,"Shyam and Makarand work as photographers in a commercial advertising agency. Both of them like to fool around with women, even though Makarand is engaged to be married to a doctor named Anjali. In order to outsmart each other, they two get into a competition of shooting a photograph, and Sam wins it, goes on a trip to the United States of America. Upon his return, he finds that Makarand is living a very enviable lifestyle with three of the most beautiful girls, who also work as air-hostesses. Sam meets them all, and finds out that the trio are unaware of each other, falls in love with Pooja; and begins several moves to upset Makarand lifestyle, and possibly get promoted as a Supervisor.",Garam Masala,86294.0,"Priyadarshan, Neeraj Vora, Jay Master",0
19150,Not Rated,Siddharth Anand,79917.0,Bollywood / Indian,"02 Oct, 2010",Oct 01 2010,151.0,"The story of two strangers on an odyssey of discovery -- down a path that is ridden with the exquisite pain and joy of falling in love, only they don't realize it. A series of hilarious misadventures trace their bi coastal road journey as they go about fulfilling their last wishes. But then life interrupts, as is its habit; and painful choices must be made. The duo part with the understanding that their days together were a brief interlude of insanity that had to succumb to real life. They part as they met - as strangers.",Anjaana Anjaani,133440.0,"Mamta Anand, Siddharth Anand, Vishal Dadlani",0
17,Not Rated,Anandan .M.S.,12642.0,Tollywood,"17 Feb, 2023",Feb 19 2021,131.0,A soldier and a police officer join forces to bring down a cyber hacker.,Chakra,37664.0,Anandan .M.S.,0
6812,R,Neil Jordan,284.0,Hollywood / English,"15 Feb, 2023",Feb 15 2023,110.0,"In late 1930's Bay City, a brooding, down on his luck detective is hired to find the ex-lover of a glamorous heiress.",Marlowe,3205.0,"William Monahan, John Banville, Raymond Chandler",0
509,PG-13,Chinonye Chukwu,364.0,Hollywood / English,"28 Nov, 2022",Oct 28 2022,130.0,"In
 1955, after Emmett Till is murdered in a brutal lynching, his mother 
vows to expose the racism behind the attack while working to have those 
involved brought to justice.",Till,4768.0,"Michael Reilly, Keith Beauchamp, Chinonye Chukwu",1
8664,TV-14,Simone Stock,764.0,Hollywood / English,"15 Feb, 2023",Feb 11 2023,88.0,It follows Kara Robinson as she survives an abduction and ultimately brings down a serial killer.,The Girl Who Escaped: The Kara Robinson Story,7654.0,Haley Harris,0
4036,Unrated,Cooper Karl,5894.0,Hollywood / English,"02 Oct, 2020",Sep 29 2020,89.0,"After an attack renders her blind, Ellen Ashland withdraws from the 
world to recover. But soon she plunges into paranoia, unable to convince
 anyone that her assailant has returned to terrorize her by hiding in 
plain sight.",Sightless,30624.0,Cooper Karl,0
13902,R,John Swab,413.0,Hollywood / English,"20 Feb, 2023",Jan 28 2023,105.0,"Doc
 facilitates a fragile truce between the Governor and Cartel, trading 
prosecutorial leniency for finance. With no more truce, Doc is left to 
fend for himself and protect the one untainted thing in his life: his 
daughter, Little Dixie.",Little Dixie,4019.0,John Swab,0
8648,R,Johannes Roberts,5635.0,Hollywood / English,"19 Apr, 2018",Mar 09 2018,85.0,"A family's road trip takes a dangerous turn when they arrive at a secluded mobile home park to stay with some relatives and find it mysteriously deserted. Under the cover of darkness, three masked psychopaths pay them a visit to test the family's every limit as they struggle to survive.",The Strangers: Prey at Night,42712.0,"Bryan Bertino, Ben Ketai",0
8819,PG-13,Kavi Raz,3639.0,Bollywood / Indian,"13 Apr, 2018",Jul 21 2017,118.0,"'The Black Prince' is a story of Queen Victoria and the Last King of Punjab, Maharajah Duleep Singh. His character as it evolves, torn between two cultures and facing constant dilemmas as a result. His relationship with Queen Victoria will be the most impactful relationship in the film, the Queen representing the English culture he was drawn into. The Black Prince begins a lifelong struggle to regain his Kingdom. It takes him on an extraordinary journey across the world.",The Black Prince,41818.0,Kavi Raz,0
8853,Not Rated,Ben Rekhi,686.0,Hollywood / English,"06 Apr, 2018",Mar 02 2018,89.0,"After receiving a cryptic message, American skeptic Jamie travels to the Indian Himalayas to pick up on the trail of his missing girlfriend. There, he discovers a secretive community led by a guru with strange powers who may or may not be involved in her disappearance. As Jamie travels deeper down the rabbit hole, he quickly realizes he may have uncovered  than he bargained for, and that this mysterious mountain may contain the secrets of reincarnation - and a portal to another dimension.",The Ashram,9502.0,"Binky Mendez, Ben Rekhi",0
19367,Not Rated,Bill Kopp,17409.0,Anime / Kids,"12 May, 2010",Jan 18 2005,74.0,"While carrying on their usual hi-jinks, they inadvertantly stow-away on a spaceship bound for Mars. They meet up with the local Martian residents and cause them to invade the Earth, aided by the ""Invincitron"", a vacuum-wielding giant robot. Tom, Jerry and their Martian ally, Peep, save the day.",Tom and Jerry Blast Off to Mars!,34363.0,"Bill Kopp, Joseph Barbera, William Hanna",0
4594,R,Dallas Jackson,3469.0,Hollywood / English,"02 Oct, 2020",Sep 29 2020,81.0,Sequel to the 1995 Jean-Claude Van Damme action flick.,Welcome to Sudden Death,17291.0,"Dallas Jackson, Gene Quintano",0
8638,Not Rated,A.M.R. Ramesh,8072.0,Tollywood,"24 May, 2018",Feb 26 2016,125.0,"A murder, a case of driving under the influence of alcohol, a hit-and-run, and an investigation which links the incidents together. A film about how a family suffers due to drunken driving.",Oru Melliya Kodu (Killer Kaun),35433.0,"Oriol Paulo, V. Nagendra Prasad, A.M.R. Ramesh",0
14394,Not Rated,Vikram Bhatt,15193.0,Bollywood / Indian,"21 Oct, 2014",Jan 14 2005,159.0,"Modern day secular India is held at ransom by international extortionist, Baba Sikiander and his brothers, Aftab and Sameer. They begin by demanding money from wealthy businessmen, and when their victims refuse to pay, they are killed. One of their victim's now being threatened is Kantilal Shah, who has adopted a mere canteen boy, Bunty, gave him his family name, Karan Shah, and the responsibility of running the family business, much to the chagrin of his daughter, Anjali. Upon hearing that his father's life is endangered, Karan returns from America and convinces his dad not to give to the extortionist's demands, but instead provide that amount to the past victims' and their respective families, to which his father agrees. Then five days later, a day after his birthday, Kantilal is gunned down in the elevator along with four of his bodyguards. Anjali openly renounces Karan and asks him not to participate in her dad's funeral. A shocked and devastated Karan announces that he will ...",Elaan,49235.0,"Robin Bhatt, Vikram Bhatt",0
19460,PG-13,Karan Johar,55673.0,Bollywood / Indian,"11 Feb, 2010",Feb 11 2010,165.0,"Rizwan Khan, a Muslim from the Borivali section of Mumbai, suffers from Asperger's syndrome, a form of high-functioning autism that complicates socialization. The adult Rizwan marries a Hindu single mother, Mandira, in San Francisco. After 9/11, Rizwan is detained by authorities at LAX who mistake his disability for suspicious behavior. Following his arrest, he meets Radha, a therapist who helps him deal with his situation and his affliction. Rizwan then begins a journey to meet US President Bush to clear his name.",My Name Is Khan,115170.0,"Shibani Bathija, Niranjan Iyengar",1
1985,Unrated,Jon Abrahams,1186.0,Hollywood / English,"12 Mar, 2022",Jan 28 2022,81.0,A college freshman becomes obsessed with the previous owner of his school issued laptop.,Exploited,11655.0,"Carl Moellenberg, Anthony Del Negro",0
10140,R,Bronwen Hughes,2149.0,Hollywood / English,"22 Apr, 2017",Apr 18 2017,119.0,"Dan Eldon, who was only 22 when he was chased down and killed by an angry mob in Somalia, was one of the youngest photographic stringers in Africa. But his journalistic work, which had appeared in Time and Newsweek, showed only a small part of his talent. Eldon excelled as an artist in his collages, which combined his photographs of Africa with paint, pastiche, pop culture images, advertising, and official documents. The Journey Is the Destination collects pages from the 17 scrapbooks that held his art. Chronicling his work from age 14 through his death at 22, this volume is startling not only in the intensity and thoughtfulness of the pages, but also in the fact that someone so young could have this kind of artistic depth and insight.",The Journey Is the Destination,18127.0,"Bronwen Hughes, Jan Sardi",0
5037,R,Semi Chellas,627.0,Hollywood / English,"08 Jul, 2020",Jun 30 2020,85.0,"Inspired by the headline-dominating kidnapping of heiress Patty Hearst in 1974, this atmospheric drama is a fictionalized re-imagining of her time in hiding, from the perspective of Jenny, a political activist assigned to take care of her.",American Woman,7162.0,"Semi Chellas, Susan Choi",0
6240,R,Neil Jordan,284.0,Hollywood / English,"15 Feb, 2023",Feb 15 2023,110.0,"In late 1930's Bay City, a brooding, down on his luck detective is hired to find the ex-lover of a glamorous heiress.",Marlowe,3192.0,"William Monahan, John Banville, Raymond Chandler",0
6619,R,Richard Bates Jr.,872.0,Hollywood / English,"24 Aug, 2019",Mar 10 2019,87.0,"A woman goes to the countryside to spend a quiet weekend after losing her job and having her last complicated relationship implode. She rents a country house to an old-fashioned widower, who struggles to hide his pyschopatic tendencies.",Tone-Deaf,8663.0,Richard Bates Jr.,0
17881,Not Rated,Lawrence Raghavendra,73192.0,Tollywood,"06 Feb, 2012",Dec 20 2007,154.0,"Surya lives a middle-classed lifestyle along with his honest father who is a Police Inspector. When his father arrests a gangster, he is killed, leaving Surya alone to fend for himself. He overcomes many problems, comes to the rescue of a young boy, Jadhav, and together they assist other oppressed youth, who subsequently make Surya their leader. Years later Surya is a much respected and equally feared Don, and lives a wealthy lifestyle along with Jadhav, Bannerjee, and Mathur as his trusted assistants. He dispenses justice quickly and comes to the assistance of the poor and needy. He meets with Mathur's daughter, Priya, and both fall in love with each other. Jadhav, meets with Nandini, and wants to get married to her. Then complications shatter their lives when Pakistani gangster, Feroz, starts taking an interest in India and wants Surya to join forces with him. When Surya refuses, Feroz lets lose a reign of terror that will devastate and change Surya's life forever.",Don,166841.0,"Basheer, Lawrence Raghavendra, Abburi Ravi",0
9223,PG-13,Peter Landesman,3084.0,Hollywood / English,"23 Dec, 2017",Sep 29 2017,103.0,"The story of Mark Felt, who under the name ""Deep Throat"" helped journalists Bob Woodward and Carl Bernstein uncover the Watergate scandal in 1972.",Mark Felt: The Man Who Brought Down the White House,26973.0,"Mark Felt, John D. O'Connor, Peter Landesman",0
19911,R,Timur Bekmambetov,75737.0,Hollywood / English,"24 Jul, 2008",Jul 23 2008,110.0,"A young man finds out his long lost father is an assassin. When his father is murdered, the son is recruited into his father's old organization and trained by a man named Sloan to follow in his dad's footsteps.",Wanted,181910.0,"Michael Brandt, Derek Haas, Chris Morgan",0
14608,PG-13,William Eubank,4348.0,Hollywood / English,"24 Jul, 2014",Jun 13 2014,97.0,"On a road trip, Nic and two friends are drawn to an isolated area by a 
computer genius. When everything suddenly goes dark, Nic regains 
consciousness - only to find himself in a waking nightmare.",The Signal,20213.0,"Carlyle Eubank, William Eubank, David Frigerio",0
2774,TV-MA,Matthijs van Heijningen Jr.,1606.0,Hollywood / English,"18 Oct, 2021",Oct 15 2021,124.0,"1944, the Second World War. A British glider pilot, a Dutch boy fighting on the German side and a Dutch female resistance member all end up involved in the Battle of the Schelde. Their choices differ, but their goal is the same: freedom.

September 1944. The Allies have captured the port of Antwerp but the Germans still control the Scheldt estuary, preventing supplies reaching Antwerp and the Allied forces. Walcheren Island is key to the German's defence. Operation Market Garden is launched, hoping to penetrate directly into Germany via Arnhem in Holland. A glider from this operation is forced to crash land on Walcheren, leaving a handful of British troops trapped behind enemy lines. Meanwhile a Dutch teenager accidentally kills three Germans, causing a tragic chain of events. On the German staff is a Dutch soldier who now starts to question where his loyalties lie.",De slag om de Schelde (The Forgotten Battle),11705.0,"Paula van der Oest, Jesse Maiman, Pauline van Mantgem",1
14724,R,John V. Soto,2619.0,Hollywood / English,"11 Aug, 2014",Aug 21 2014,86.0,"When a detective is called in to investigate the roadside execution of his partner, he discovers at the crime scene a data card from a video camera. The card contains footage shot by two runaway teenagers who are making a documentary about the drug related death of a sibling. The detective retraces the teen's journey and soon begins to uncover a trail of the dead that leads all the way back to police headquarters.",The Reckoning,12536.0,John V. Soto,0
17340,R,Guy Ritchie,3723.0,Hollywood / English,"24 Sep, 2012",Mar 05 1999,107.0,"Four Jack-the-lads find themselves heavily - seriously heavily - in debt to an East End hard man and his enforcers after a crooked card game. Overhearing their neighbours in the next flat plotting to hold up a group of out-of-their-depth drug growers, our heros decide to stitch up the robbers in turn. In a way the confusion really starts when a pair of antique double-barrelled shotguns go missing in a completely different scam.","Lock, Stock and Two Smoking Barrels",17141.0,Guy Ritchie,1
6678,R,Michael Chaves,37139.0,Hollywood / English,"22 Apr, 2019",Apr 19 2019,93.0,"Ignoring the eerie warning of a troubled mother suspected of child endangerment, a social worker and her own small kids are soon drawn into a frightening supernatural realm. Their only hope to survive La Llorona's deadly wrath may be a disillusioned priest and the mysticism he practices to keep evil at bay, on the fringes where fear and faith collide.",The Curse of La Llorona,163621.0,"Mikki Daughtry, Tobias Iaconis",0
1180,R,Neil Jordan,283.0,Hollywood / English,"15 Feb, 2023",Feb 15 2023,110.0,"In late 1930's Bay City, a brooding, down on his luck detective is hired to find the ex-lover of a glamorous heiress.",Marlowe,3072.0,"William Monahan, John Banville, Raymond Chandler",0
1362,PG-13,Aline Brosh McKenna,2712.0,Hollywood / English,"13 Feb, 2023",Feb 10 2023,109.0,"Two
 long-distance best friends change each other's lives when she decides 
to pursue a lifelong dream and he volunteers to keep an eye on her 
teenage son.",Your Place or Mine,14671.0,Aline Brosh McKenna,0
6983,Not Rated,Jon Knautz,2287.0,Hollywood / English,"03 Jun, 2019",Jan 03 2019,90.0,"As a means to distract herself from an affair, a love-addicted woman befriends a cleaning lady, badly scarred by burns. She soon learns, these scars run much deeper than the surface.",The Cleaning Lady,16428.0,"Alexis Peters, Jon Knautz",0
13918,R,Edgar Wright,6499.0,Hollywood / English,"13 Jan, 2015",Feb 14 2007,121.0,"Top London cop, PC Nicholas Angel is good. Too good. And to stop the rest of his team looking bad, he is reassigned to the quiet town of Sandford. He is paired with Danny Butterman, who endlessly questions him on the action lifestyle. Everything seems quiet for Angel, until two actors are found decapitated. It is called an accident, but Angel isn't going to accept that, especially when  and  people turn up dead. Angel and Danny clash with everyone, whilst trying to uncover the truth behind the mystery of the apparent ""accidents"".",Hot Fuzz,27779.0,"Edgar Wright, Simon Pegg",1
16277,R,Elegance Bratton,472.0,Hollywood / English,"17 Feb, 2023",Dec 02 2022,95.0,"A
 young, gay Black man, rejected by his mother and with few options for 
his future, decides to join the Marines, doing whatever it takes to 
succeed in a system that would cast him aside.",The Inspection,6016.0,Elegance Bratton,1
9644,R,Michael Showalter,6914.0,Hollywood / English,"07 Sep, 2017",Jul 14 2017,120.0,"Kumail (Kumail Nanjiani), in the middle of becoming a budding stand-up comedian, meets Emily (Zoe Kazan). Meanwhile, a sudden illness sets in forcing Emily to be put into a medically-induced coma. Kumail must navigate being a comedian, dealing with tragic illness, and placating his family's desire to let them fix him up with a spouse, while contemplating and figuring out who he really is and what he truly believes.",The Big Sick,36427.0,"Emily V. Gordon, Kumail Nanjiani",1
15654,PG,Brad Peyton,15818.0,Hollywood / English,"07 Jan, 2014",Apr 10 2013,82.0,"In the age-old battle between cats and dogs, one crazed feline has taken things a paw too far. Kitty Galore, formerly an agent for cat spy organization MEOWS, has gone rogue and hatched a diabolical plan to not only bring her canine enemies to heel, but take down her former kitty comrades and make the world her scratching post. Faced with this unprecedented threat, cats and dogs will be forced to join forces for the first time in history in an unlikely alliance to save themselves -- and their humans.",Cats & Dogs: The Revenge of Kitty Galore,35732.0,"Ron J. Friedman, Steve Bencich, John Requa",0
9695,PG-13,Robert Adetuyi,2811.0,Hollywood / English,"23 Aug, 2017",Aug 29 2017,95.0,"Vivica A. Fox makes her Bring It On debut as Cheer Goddess, the Internet's most popular ""Cheer-lebrity."" When Destiny (Prosperi), captain of three-time national champions ""The Rebels,"" is challenged to a global cheer showdown by an edgy new team called ""The Truth,"" the Cheer Goddess organizes a virtual battle for squads from all around the world. It seems like the whole world wants to take down Destiny and her team, and they just might succeed, unless Destiny can rise to the challenge, set her ego aside and figure out who her real friends are.",Bring It On: Worldwide #Cheersmack,23822.0,Alyson Fouse,0
3084,R,Janell Shirtcliff,833.0,Hollywood / English,"24 Aug, 2021",Aug 20 2021,81.0,A street smart party girl gets mixed up in a violent drug deal and finds a possible way out by masquerading as a Nun.,Habit,7631.0,"Libby Mintz, Janell Shirtcliff",0
16051,R,Ridley Scott,27345.0,Hollywood / English,"03 Oct, 2013",Oct 09 2008,128.0,"Roger Ferris is a CIA operative in the Middle East; Ed Hoffman is his control at Langley. Cynicism is everywhere. In Amman, Roger works with Hani Salaam, Jordan's head of security, whose only dictum is ""Don't lie to me."" The Americans are in pursuit of a cleric who leads a group placing bombs all over Europe. When Hani rebukes Ed's demand that Jordan allow the Americans to use one of Jordan's double agents, Roger and Ed hatch a plan to bring the cleric to them. The plan is complicated by its being a secret from Hani and by Roger's attraction to a local nurse. Satellites and cell phones, bodies and lies: modern warfare.",Body of Lies,68078.0,"William Monahan, David Ignatius",1
10741,PG-13,Soham Mehta,3431.0,Hollywood / English,"03 Dec, 2016",Dec 02 2016,100.0,"Rey gave up his chance at college and love to raise his young half-brother Oliver, who looks nothing like him - ""same mom, different dads."" But when his meth addicted mother, Lola, is released from prison determined to rebuild her family, Rey kidnaps his younger brother and escapes their desert home for the California coast, chasing the dream that he let go years ago. Lola turns to her ex-husband Bo to help find her missing boys, bringing up ghosts from their own failed relationship. With nothing but the open road ahead of them, and Lola and Bo in close pursuit, Rey and Oliver race away from a past they never wanted, towards a future that could have been.",Run the Tide,24902.0,Rajiv Shah,0
11203,R,Clea DuVall,1464.0,Hollywood / English,"27 Aug, 2016",Aug 26 2016,90.0,"A weekend getaway for four couples takes a sharp turn when one of the 
couples discovers the entire trip was orchestrated to host an 
intervention on their marriage.",The Intervention,10726.0,Clea DuVall,0
9613,TV-MA,Jena Serbu,1528.0,Hollywood / English,"16 Sep, 2017",Sep 12 2017,90.0,A 15 year old girl becomes intimately acquainted to a town in California after being released from prison.,Smartass,17074.0,Jena Serbu,0
3530,PG-13,Quoc Bao Tran,2708.0,Hollywood / English,"08 May, 2021",May 07 2021,108.0,"Three Kung Fu prodigies have grown into washed-up, middle-aged men, now one kick away from pulling their hamstrings. But when their master is murdered, they must juggle their dead-end jobs, dad duties, and old grudges to avenge his death.",The Paper Tigers,17332.0,Quoc Bao Tran,0
17590,PG-13,Joe Johnston,44403.0,Hollywood / English,"12 Jun, 2012",Jul 18 2001,92.0,"Dr. Alan Grant is now a happy man with the previous incidents of Jurassic Park now behind him. Grant is that happy that he announce in public, that nothing on Earth can persuade him back onto the islands. Maybe nothing, except Paul Kirby. Kirby and his wife, Amanda want a plane to fly them over Isla Sorna, with Dr. Grant as their guide. But not everything Kirby says is true. When the plane lands, Dr. Grant realizes that there is another reason why they are there, that he doesn't know of. Now, Dr. Grant is stuck on an island he has never been on before, with what was a plane journey now turned into a search party.",Jurassic Park III,102276.0,"Michael Crichton, Peter Buchman, Alexander Payne",0
3608,TV-MA,Joe Penna,7040.0,Hollywood / English,"24 Apr, 2021",Jan 01 1970,116.0,A three-person crew on a mission to Mars faces an impossible choice when an unplanned passenger jeopardizes the lives of everyone on board.,Stowaway,36029.0,"Joe Penna, Ryan Morrison",0
8943,R,Luc Besson,18703.0,Hollywood / English,"28 Sep, 2013",Sep 27 2013,111.0,"A mafia boss and his family are relocated to a sleepy town in France under the witness protection program after snitching on the mob. Despite the best efforts of CIA Agent Stansfield (Tommy Lee Jones) to keep them in line, Fred Manzoni (Robert De Niro), his wife Maggie (Michelle Pfeiffer) and their children Belle (Dianna Agron) and Warren (John D'Leo) can't help but revert to old habits and blow their cover by handling their problems the ""family"" way, enabling their former mafia cronies to track them down. Chaos ensues as old scores are settled in the unlikeliest of settings in this darkly funny film by Luc Besson (Taken, Transporter).",The Family,116538.0,"Luc Besson, Michael Caleo, Tonino Benacquista",0
9369,R,Elegance Bratton,468.0,Hollywood / English,"17 Feb, 2023",Dec 02 2022,95.0,"A
 young, gay Black man, rejected by his mother and with few options for 
his future, decides to join the Marines, doing whatever it takes to 
succeed in a system that would cast him aside.",The Inspection,5825.0,Elegance Bratton,1
9986,R,John Swab,375.0,Hollywood / English,"20 Feb, 2023",Jan 28 2023,105.0,"Doc
 facilitates a fragile truce between the Governor and Cartel, trading 
prosecutorial leniency for finance. With no more truce, Doc is left to 
fend for himself and protect the one untainted thing in his life: his 
daughter, Little Dixie.",Little Dixie,3577.0,John Swab,0
5248,R,Matt Eskandari,3705.0,Hollywood / English,"23 May, 2020",May 22 2020,90.0,"A disgraced doctor and his family are held hostage at their home by 
criminals on the run, when a robbery-gone-awry requires them to seek 
immediate medical attention.",Survive the Night,26404.0,Doug Wolfe,0
3760,R,Christopher Ray,882.0,Hollywood / English,"17 Mar, 2021",Apr 02 2021,90.0,"Decorated veteran and PTSD sufferer, Jason Hill (Flanery) meets his wife, Jennifer, for lunch at the Veteran's Affairs hospital where she works. After Jennifer is called away for an emergency consultation with the head of US Military's Joint Chiefs of Staff, the hospital is taken hostage by heavily armed terrorists. Jason becomes the last line of defense and must battle the terrorists and his own PTSD induced demons to save his wife, the General, the hospital's staff and patients.",Assault on VA-33,6240.0,Scott Thomas Reynolds,0
16285,PG-13,Joseph Kosinski,46506.0,Hollywood / English,"13 Aug, 2013",Aug 12 2013,124.0,"One of the few remaining drone repairmen assigned to Earth, its surface devastated after decades of war with the alien Scavs, discovers a crashed spacecraft with contents that bring into question everything he believed about the war, and may even put the fate of mankind in his hands.",Oblivion,110102.0,"Karl Gajdusek, Michael Arndt, Joseph Kosinski",1
12164,Not Rated,Vishal Pandya,204713.0,Bollywood / Indian,"05 Dec, 2015",Dec 04 2015,126.0,"Someone takes revenge from successful business man ""Aditya"". For what he did in past to achieve this success.",Hate Story 3,425948.0,"Vikram Bhatt, Anupam Saroj",0
1721,Not Rated,Lijo Jose Pellissery,6451.0,Tollywood,"06 May, 2022",Oct 04 2019,95.0,A portrait of a remote village where a buffalo escapes and causes a frenzy of ecstatic violence.,Jallikattu,36939.0,"Hareesh S., R. Jayakumar",1
12010,R,John Swab,384.0,Hollywood / English,"20 Feb, 2023",Jan 28 2023,105.0,"Doc
 facilitates a fragile truce between the Governor and Cartel, trading 
prosecutorial leniency for finance. With no more truce, Doc is left to 
fend for himself and protect the one untainted thing in his life: his 
daughter, Little Dixie.",Little Dixie,3776.0,John Swab,0
7989,TV-MA,Rajkumar Hirani,253621.0,Bollywood / Indian,"30 Jun, 2018",Jun 29 2018,155.0,"Sanju is a biopic of the controversial life of actor Sanjay Dutt: his film career, jail sentence and personal life.",Sanju,642991.0,"Abhiruchi Chand, Rajkumar Hirani, Abhijit Joshi",1
15489,R,Todd Sklar,1443.0,Hollywood / English,"07 Feb, 2014",Mar 08 2013,92.0,"When Jim - a disenchanted yet highly popular college professor - learns of his fathers death, he must track down his deadbeat brother Dave and deliver him to the funeral. Upon arrival, they both learn that they've each inherited one half of the family's vacation home in Branson, Missouri, and in order to sell the house - which they both badly need the money from - they'll need to travel down to Branson, and the ensuing trip both fixes their house, as well as their relationship.",Awful Nice,6328.0,"Alex Rennie, Todd Sklar",0
7673,PG-13,David Newton,4572.0,Hollywood / English,"15 Dec, 2018",Sep 29 2017,99.0,"When Jack, a hit man from London, gets given his life back and the opportunity to save his daughter, it becomes a race against time to kill or be killed.",The Take Down,26341.0,David Newton,0
6033,Not Rated,C. Prem Kumar,7128.0,Tollywood,"13 Dec, 2019",Oct 04 2018,158.0,Two high school sweethearts meet at a reunion after 22 years and reminisce about their past over the course of an evening.,96,39071.0,"Charu Gupta, C. Prem Kumar",1
